filename,label
/home/hayade/project/filter/data/train/4/34263.png,4
/home/hayade/project/filter/data/train/4/8540.png,4
/home/hayade/project/filter/data/train/4/47573.png,4
/home/hayade/project/filter/data/train/4/35241.png,4
/home/hayade/project/filter/data/train/4/30554.png,4
/home/hayade/project/filter/data/train/4/12394.png,4
/home/hayade/project/filter/data/train/4/37825.png,4
/home/hayade/project/filter/data/train/4/46898.png,4
/home/hayade/project/filter/data/train/4/12004.png,4
/home/hayade/project/filter/data/train/4/52291.png,4
/home/hayade/project/filter/data/train/4/4242.png,4
/home/hayade/project/filter/data/train/4/48064.png,4
/home/hayade/project/filter/data/train/4/7374.png,4
/home/hayade/project/filter/data/train/4/58828.png,4
/home/hayade/project/filter/data/train/4/1476.png,4
/home/hayade/project/filter/data/train/4/54561.png,4
/home/hayade/project/filter/data/train/4/42655.png,4
/home/hayade/project/filter/data/train/4/48586.png,4
/home/hayade/project/filter/data/train/4/54677.png,4
/home/hayade/project/filter/data/train/4/2814.png,4
/home/hayade/project/filter/data/train/4/55902.png,4
/home/hayade/project/filter/data/train/4/9985.png,4
/home/hayade/project/filter/data/train/4/11716.png,4
/home/hayade/project/filter/data/train/4/53163.png,4
/home/hayade/project/filter/data/train/4/6642.png,4
/home/hayade/project/filter/data/train/4/3099.png,4
/home/hayade/project/filter/data/train/4/9696.png,4
/home/hayade/project/filter/data/train/4/14296.png,4
/home/hayade/project/filter/data/train/4/59987.png,4
/home/hayade/project/filter/data/train/4/57481.png,4
/home/hayade/project/filter/data/train/4/22918.png,4
/home/hayade/project/filter/data/train/4/20293.png,4
/home/hayade/project/filter/data/train/4/55304.png,4
/home/hayade/project/filter/data/train/4/35438.png,4
/home/hayade/project/filter/data/train/4/54410.png,4
/home/hayade/project/filter/data/train/4/22483.png,4
/home/hayade/project/filter/data/train/4/12146.png,4
/home/hayade/project/filter/data/train/4/59601.png,4
/home/hayade/project/filter/data/train/4/29305.png,4
/home/hayade/project/filter/data/train/4/23801.png,4
/home/hayade/project/filter/data/train/4/39668.png,4
/home/hayade/project/filter/data/train/4/16908.png,4
/home/hayade/project/filter/data/train/4/29758.png,4
/home/hayade/project/filter/data/train/4/27164.png,4
/home/hayade/project/filter/data/train/4/59932.png,4
/home/hayade/project/filter/data/train/4/50312.png,4
/home/hayade/project/filter/data/train/4/38962.png,4
/home/hayade/project/filter/data/train/4/57487.png,4
/home/hayade/project/filter/data/train/4/15300.png,4
/home/hayade/project/filter/data/train/4/58794.png,4
/home/hayade/project/filter/data/train/4/38987.png,4
/home/hayade/project/filter/data/train/4/8114.png,4
/home/hayade/project/filter/data/train/4/16981.png,4
/home/hayade/project/filter/data/train/4/9575.png,4
/home/hayade/project/filter/data/train/4/29183.png,4
/home/hayade/project/filter/data/train/4/53044.png,4
/home/hayade/project/filter/data/train/4/50913.png,4
/home/hayade/project/filter/data/train/4/43129.png,4
/home/hayade/project/filter/data/train/4/6998.png,4
/home/hayade/project/filter/data/train/4/54094.png,4
/home/hayade/project/filter/data/train/4/17421.png,4
/home/hayade/project/filter/data/train/4/7859.png,4
/home/hayade/project/filter/data/train/4/21801.png,4
/home/hayade/project/filter/data/train/4/36441.png,4
/home/hayade/project/filter/data/train/4/17436.png,4
/home/hayade/project/filter/data/train/4/36233.png,4
/home/hayade/project/filter/data/train/4/15362.png,4
/home/hayade/project/filter/data/train/4/55505.png,4
/home/hayade/project/filter/data/train/4/49618.png,4
/home/hayade/project/filter/data/train/4/31354.png,4
/home/hayade/project/filter/data/train/4/5263.png,4
/home/hayade/project/filter/data/train/4/54530.png,4
/home/hayade/project/filter/data/train/4/34549.png,4
/home/hayade/project/filter/data/train/4/20798.png,4
/home/hayade/project/filter/data/train/4/27024.png,4
/home/hayade/project/filter/data/train/4/38380.png,4
/home/hayade/project/filter/data/train/4/42543.png,4
/home/hayade/project/filter/data/train/4/46785.png,4
/home/hayade/project/filter/data/train/4/26264.png,4
/home/hayade/project/filter/data/train/4/22192.png,4
/home/hayade/project/filter/data/train/4/22340.png,4
/home/hayade/project/filter/data/train/4/12312.png,4
/home/hayade/project/filter/data/train/4/53868.png,4
/home/hayade/project/filter/data/train/4/8110.png,4
/home/hayade/project/filter/data/train/4/27696.png,4
/home/hayade/project/filter/data/train/4/4541.png,4
/home/hayade/project/filter/data/train/4/8991.png,4
/home/hayade/project/filter/data/train/4/7091.png,4
/home/hayade/project/filter/data/train/4/56457.png,4
/home/hayade/project/filter/data/train/4/6567.png,4
/home/hayade/project/filter/data/train/4/20628.png,4
/home/hayade/project/filter/data/train/4/26447.png,4
/home/hayade/project/filter/data/train/4/56128.png,4
/home/hayade/project/filter/data/train/4/28399.png,4
/home/hayade/project/filter/data/train/4/58583.png,4
/home/hayade/project/filter/data/train/4/1709.png,4
/home/hayade/project/filter/data/train/4/36429.png,4
/home/hayade/project/filter/data/train/4/48378.png,4
/home/hayade/project/filter/data/train/4/3078.png,4
/home/hayade/project/filter/data/train/4/18156.png,4
/home/hayade/project/filter/data/train/4/2255.png,4
/home/hayade/project/filter/data/train/4/54906.png,4
/home/hayade/project/filter/data/train/4/50231.png,4
/home/hayade/project/filter/data/train/4/58710.png,4
/home/hayade/project/filter/data/train/4/36286.png,4
/home/hayade/project/filter/data/train/4/44546.png,4
/home/hayade/project/filter/data/train/4/25224.png,4
/home/hayade/project/filter/data/train/4/55156.png,4
/home/hayade/project/filter/data/train/4/46618.png,4
/home/hayade/project/filter/data/train/4/2676.png,4
/home/hayade/project/filter/data/train/4/28413.png,4
/home/hayade/project/filter/data/train/4/10492.png,4
/home/hayade/project/filter/data/train/4/22678.png,4
/home/hayade/project/filter/data/train/4/23301.png,4
/home/hayade/project/filter/data/train/4/49571.png,4
/home/hayade/project/filter/data/train/4/19103.png,4
/home/hayade/project/filter/data/train/4/52452.png,4
/home/hayade/project/filter/data/train/4/48228.png,4
/home/hayade/project/filter/data/train/4/58969.png,4
/home/hayade/project/filter/data/train/4/12448.png,4
/home/hayade/project/filter/data/train/4/34978.png,4
/home/hayade/project/filter/data/train/4/8927.png,4
/home/hayade/project/filter/data/train/4/47413.png,4
/home/hayade/project/filter/data/train/4/56029.png,4
